-0.9851920196143997,0
-0.9864337701483682,0.5
-0.9876012285527863,1
-0.9886943370454718,1.5
-0.9897130435998854,2
-0.9906573019400301,2.5
-0.9915270715348615,3
-0.9923223175922099,3.5
-0.9930430110522215,4
-0.993689128580318,4.5
-0.994260652559681,5
-0.9947575710832635,5.5
-0.9951798779453324,6
-0.9955275726325462,6.5
-0.9958006603145695,7
-0.9959991518342304,7.5
-0.9961230636972243,8
-0.9961724180613658,8.5
-0.9961472427253947,9
-0.9960475711173387,9.5
-0.9958734422824377,10
-0.995624900870632,10.5
-0.9953019971236208,11
-0.9949047868614915,11.5
-0.9944333314689275,12
-0.9938876978809958,12.5
-0.9932679585685199,13
-0.9925741915230407,13.5
-0.9918064802413712,14
-0.9909649137097477,14.5
-0.9900495863875822,15
-0.9890605981908197,15.5
-0.9879980544749052,16
-0.9868620660173645,16.5
-0.9856527490000012,17
-0.9843702249907177,17.5
-0.9830146209249603,18
-0.9815860690867956,18.5
-0.9800847070896206,19
-0.9785106778565126,19.5
-0.9768641296002205,20
-0.9751452158028041,20.5
-0.9733540951949248,21
-0.9714909317347915,21.5
-0.969555894586766,22
-0.9675491580996337,22.5
-0.9654709017845408,23
-0.9633213102926053,23.5
-0.9611005733922047,24
-0.9588088859459443,24.5
-0.9564464478873107,25
-0.9540134641970149,25.5
-0.9515101448790296,26
-0.9489367049363231,26.5
-0.9462933643462971,27
-0.9435803480359289,27.5
-0.940797885856626,28
-0.9379462125587941,28.5
-0.9350255677661238,29
-0.932036195949602,29.5
-0.9289783464012484,30
-0.925852273207585,30.5
-0.9226582352228396,31
-0.9193964960418906,31.5
-0.9160673239729532,32
-0.9126709920100156,32.5
-0.9092077778050255,33
-0.9056779636398329,33.5
-0.9020818363978926,34
-0.8984196875357312,34.5
-0.8946918130541809,35
-0.8908985134693858,35.5
-0.8870400937835837,36
-0.8831168634556684,36.5
-0.8791291363715339,37
-0.8750772308142073,37.5
-0.8709614694337735,38
-0.8667821792170933,38.5
-0.8625396914573226,39
-0.8582343417232321,39.5
-0.8538664698283356,40
-0.8494364197998272,40.5
-0.8449445398473331,41
-0.8403911823314806,41.5
-0.8357767037322887,42
-0.831101464617384,42.5
-0.8263658296100437,43
-0.8215701673570727,43.5
-0.8167148504965148,44
-0.8118002556252036,44.5
-0.8068267632661559,45
-0.8017947578358117,45.5
-0.7967046276111224,46
-0.791556764696494,46.5
-0.7863515649905848,47
-0.7810894281529627,47.5
-0.7757707575706272,48
-0.7703959603243954,48.5
-0.7649654471551589,49
-0.7594796324300127,49.5
-0.7539389341082602,50
-0.7483437737072964,50.5
-0.7426945762683745,51
-0.7369917703222564,51.5
-0.7312357878547517,52
-0.7254270642721489,52.5
-0.7195660383665387,53
-0.7136531522810363,53.5
-0.7076888514749035,54
-0.7016735846885719,54.5
-0.6956078039085748,55
-0.6894919643323849,55.5
-0.6833265243331651,56
-0.6771119454244324,56.5
-0.6708486922246397,57
-0.6645372324216757,57.5
-0.6581780367372877,58
-0.6517715788914298,58.5
-0.6453183355665365,59
-0.6388187863717283,59.5
-0.6322734138069482,60
-0.6256827032270337,60.5
-0.6190471428057254,61
-0.6123672234996163,61.5
-0.6056434390120425,62
-0.5988762857569185,62.5
-0.592066262822519,63
-0.5852138719352094,63.5
-0.5783196174231289,64
-0.5713840061798255,64.5
-0.564407547627847,65
-0.5573907536822901,65.5
-0.5503341387143095,66
-0.5432382195145881,66.5
-0.5361035152567721,67
-0.5289305474608715,67.5
-0.521719839956629,68
-0.5144719188468581,68.5
-0.507187312470754,69
-0.49986655136717756,69.5
-0.49251016823791516,70
-0.4851186979109157,70.5
-0.47769267730350706,71
-0.4702326453855932,71.5
-0.4627391431428342,72
-0.455212713539811,72.5
-0.44765390148317546,73
-0.4400632537847884,73.5
-0.43244131912484746,74
-0.42478864801500515,74.5
-0.4171057927614799,75
-0.4093933074281606,75.5
-0.401651747799707,76
-0.393881671344647,76.5
